******************************************
ASBF QUADRATURE NODES
9 1
-0.968160239507626 
-0.836031107326636 
-0.613371432700590 
-0.324253423403809 
0.000000000000000 
0.324253423403809 
0.613371432700590 
0.836031107326636 
0.968160239507626 
******************************************
ASBF QUADRATURE WEIGHTS
9 1
0.081274388361574 
0.180648160694858 
0.260610696402935 
0.312347077040003 
0.330239355001260 
0.312347077040003 
0.260610696402935 
0.180648160694858 
0.081274388361574 
******************************************
ASBF GLL NODES
5 1
-1.000000000000000 
-0.654653670707977 
0.000000000000000 
0.654653670707976 
1.000000000000000 
******************************************
ASBF PLOT NODES
10 1
-1.000000000000000 
-0.777777777777778 
-0.555555555555556 
-0.333333333333333 
-0.111111111111111 
0.111111111111111 
0.333333333333333 
0.555555555555556 
0.777777777777778 
1.000000000000000 
******************************************
ASBF INITIAL BASIS QUADRATURE VANDERMONDE
9 5
0.062665750636536 -0.060670488145194 0.054811758030855 -0.045462641420779 0.033218485582327 
0.301051987582199 -0.251688826541231 0.119787389127814 0.051396859388645 -0.205726135663414 
0.623775485546825 -0.382606063253362 -0.154416227191530 0.572035068262739 -0.547323711559063 
0.894859717410910 -0.290161326836653 -0.706688110278558 0.748453404909835 0.221310952678056 
1.000000000000000 -0.000000000000000 -1.000000000000000 0.000000000000000 1.000000000000000 
0.894859717410910 0.290161326836653 -0.706688110278558 -0.748453404909834 0.221310952678056 
0.623775485546825 0.382606063253362 -0.154416227191530 -0.572035068262740 -0.547323711559063 
0.301051987582199 0.251688826541231 0.119787389127814 -0.051396859388645 -0.205726135663414 
0.062665750636536 0.060670488145194 0.054811758030855 0.045462641420779 0.033218485582327 
******************************************
ASBF INITIAL BASIS QUADRATURE DERIVATIVE VANDERMONDE
9 5
1.936320479015254 -1.812002748090394 1.450956573853703 -0.887890663962624 0.177359019062019 
1.672062214653272 -1.096844037253402 -0.341448397676572 1.907341779517932 -2.744952003507603 
1.226742865401181 -0.128673543359524 -1.834105640625720 2.069817098006128 0.439042419486804 
0.648506846807618 0.684579152232730 -1.672783767885604 -1.013143646087387 3.826721168992577 
0.000000000000000 1.000000000000000 0.000000000000000 -3.000000000000000 0.000000000000000 
-0.648506846807618 0.684579152232731 1.672783767885604 -1.013143646087387 -3.826721168992578 
-1.226742865401181 -0.128673543359525 1.834105640625719 2.069817098006128 -0.439042419486805 
-1.672062214653271 -1.096844037253402 0.341448397676574 1.907341779517932 2.744952003507603 
-1.936320479015252 -1.812002748090391 -1.450956573853700 -0.887890663962626 -0.177359019062019 
******************************************
ASBF INITIAL BASIS GLL VANDERMONDE
5 5
0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 
0.571428571428571 -0.374087811833130 -0.081632653061225 0.480970043785453 -0.548104956268222 
1.000000000000000 -0.000000000000000 -1.000000000000000 0.000000000000000 1.000000000000000 
0.571428571428572 0.374087811833130 -0.081632653061226 -0.480970043785454 -0.548104956268222 
0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 
******************************************
ASBF INITIAL BASIS GLL DERIVATIVE VANDERMONDE
5 5
2.000000000000004 -2.000000000000003 2.000000000000002 -2.000000000000001 2.000000000000000 
1.309307341415954 -0.285714285714285 -1.683395153249085 2.326530612244897 -0.400808369821210 
0.000000000000000 1.000000000000000 0.000000000000000 -3.000000000000000 0.000000000000000 
-1.309307341415953 -0.285714285714283 1.683395153249087 2.326530612244894 0.400808369821195 
-2.000000000000001 -1.999999999999999 -1.999999999999999 -2.000000000000000 -1.999999999999999 
******************************************
ASBF INITIAL BASIS PLOT VANDERMONDE
10 5
0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 
0.395061728395062 -0.307270233196159 0.082914189910075 0.178292604447154 -0.360258241272315 
0.691358024691358 -0.384087791495199 -0.264593811918915 0.678080915849549 -0.488829427913917 
0.888888888888889 -0.296296296296296 -0.691358024691358 0.757201646090535 0.186556927297668 
0.987654320987654 -0.109739368998628 -0.963267794543515 0.323798878897187 0.891312488121917 
0.987654320987654 0.109739368998628 -0.963267794543515 -0.323798878897187 0.891312488121917 
0.888888888888889 0.296296296296296 -0.691358024691358 -0.757201646090535 0.186556927297668 
0.691358024691358 0.384087791495199 -0.264593811918915 -0.678080915849549 -0.488829427913917 
0.395061728395062 0.307270233196159 0.082914189910075 -0.178292604447154 -0.360258241272315 
0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 0.000000000000000 
******************************************
ASBF INITIAL BASIS PLOT DERIVATIVE VANDERMONDE
10 5
2.000000000000004 -2.000000000000003 2.000000000000002 -2.000000000000001 2.000000000000000 
1.555555555555555 -0.814814814814814 -0.902606310013719 2.384697454656302 -2.450337855001777 
1.111111111111111 0.074074074074074 -1.961591220850480 1.576284103033074 1.566326271401716 
0.666666666666667 0.666666666666666 -1.703703703703704 -0.913580246913578 3.827160493827161 
0.222222222222223 0.962962962962962 -0.655692729766804 -2.743789056546258 1.913021389015903 
-0.222222222222222 0.962962962962963 0.655692729766805 -2.743789056546258 -1.913021389015903 
-0.666666666666667 0.666666666666667 1.703703703703704 -0.913580246913581 -3.827160493827161 
-1.111111111111111 0.074074074074074 1.961591220850480 1.576284103033075 -1.566326271401717 
-1.555555555555555 -0.814814814814814 0.902606310013718 2.384697454656303 2.450337855001777 
-2.000000000000001 -1.999999999999999 -1.999999999999999 -2.000000000000000 -1.999999999999999 
